Name,Type,Master,X,Y
FE_RC_3080_0,inst,NAND2xp33_ASAP7_75t_R,38.124,69.876
FE_RC_3076_0,inst,AND2x2_ASAP7_75t_R,59.778,72.036
FE_RC_3073_0,inst,AND2x2_ASAP7_75t_R,57.888,73.656
FE_RC_3071_0,inst,AND2x2_ASAP7_75t_L,41.526,94.176
FE_RC_3069_0,inst,AND2x2_ASAP7_75t_R,43.038,109.836
FE_RC_3067_0,inst,AOI22x1_ASAP7_75t_SL,46.548,99.846
FE_RC_3063_0,inst,NOR2xp33_ASAP7_75t_R,40.446,92.826
FE_RC_3060_0,inst,AND2x2_ASAP7_75t_R,39.366,95.796
FE_RC_3058_0,inst,AND2x2_ASAP7_75t_SL,53.082,81.486
FE_RC_3054_0,inst,AND2x4_ASAP7_75t_SL,61.938,86.346
FE_RC_3052_0,inst,AND2x2_ASAP7_75t_R,36.828,73.116
FE_RC_3043_0,inst,NOR2xp33_ASAP7_75t_R,44.064,92.556
FE_RC_3042_0,inst,OR2x2_ASAP7_75t_R,43.416,93.636
FE_RC_3041_0,inst,NOR2xp33_ASAP7_75t_R,43.632,93.096
FE_RC_3040_0,inst,NOR2xp33_ASAP7_75t_R,44.334,92.556
FE_RC_3038_0,inst,AND2x2_ASAP7_75t_R,38.502,87.426
FE_RC_3032_0,inst,OR2x2_ASAP7_75t_SL,35.478,89.586
FE_RC_3029_0,inst,INVxp33_ASAP7_75t_R,64.314,72.036
FE_RC_3025_0,inst,AND2x2_ASAP7_75t_SL,32.562,92.556
FE_RC_3024_0,inst,AOI211x1_ASAP7_75t_SL,32.454,93.366
FE_RC_3021_0,inst,OAI22x1_ASAP7_75t_SL,36.936,88.506
FE_RC_3020_0,inst,AND2x2_ASAP7_75t_R,38.016,84.726
FE_RC_3017_0,inst,OR2x2_ASAP7_75t_R,60.75,87.426
FE_RC_3013_0,inst,NAND2x2_ASAP7_75t_SL,36.342,73.386
FE_RC_3012_0,inst,OR2x2_ASAP7_75t_SL,47.034,96.606
FE_RC_3010_0,inst,AOI22x1_ASAP7_75t_SL,56.322,80.406
FE_RC_3009_0,inst,AND2x2_ASAP7_75t_R,63.558,71.496
FE_RC_3005_0,inst,OR2x2_ASAP7_75t_L,37.8,86.886
FE_RC_3003_0,inst,AND2x2_ASAP7_75t_R,57.942,69.336
FE_RC_3001_0,inst,AOI22x1_ASAP7_75t_SL,49.356,93.636
FE_RC_3000_0,inst,OR2x2_ASAP7_75t_R,36.234,84.186
FE_RC_2999_0,inst,OAI21x1_ASAP7_75t_SL,37.044,84.456
FE_RC_2994_0,inst,NOR2xp67_ASAP7_75t_SL,50.922,67.176
FE_RC_2992_0,inst,INVx1_ASAP7_75t_R,51.192,67.716
FE_RC_2991_0,inst,AOI21xp5_ASAP7_75t_SL,51.138,67.446
FE_RC_2990_0,inst,NAND2x1p5_ASAP7_75t_SL,51.408,67.446
FE_RC_2984_0,inst,AO22x1_ASAP7_75t_R,48.384,112.266
FE_RC_2982_0,inst,NOR2x1_ASAP7_75t_SL,52.488,78.516
FE_RC_2981_0,inst,INVx5_ASAP7_75t_SL,17.28,100.116
FE_RC_2980_0,inst,NOR2xp33_ASAP7_75t_R,52.272,78.516
FE_RC_2979_0,inst,OR3x2_ASAP7_75t_SL,52.272,79.326
FE_RC_2974_0,inst,AND2x2_ASAP7_75t_R,65.826,75.816
FE_RC_2968_0,inst,OR2x2_ASAP7_75t_R,34.02,95.256
FE_RC_2966_0,inst,OR2x2_ASAP7_75t_R,40.986,89.856
FE_RC_2961_0,inst,OR2x2_ASAP7_75t_SL,37.476,84.186
FE_RC_2959_0,inst,NAND2xp33_ASAP7_75t_R,43.632,111.456
FE_RC_2958_0,inst,INVxp33_ASAP7_75t_R,43.47,110.916
FE_RC_2955_0,inst,NAND2xp33_ASAP7_75t_R,41.688,70.416
FE_RC_2951_0,inst,OR3x1_ASAP7_75t_R,49.41,104.706
FE_RC_2949_0,inst,OR2x2_ASAP7_75t_R,46.278,94.446
FE_RC_2946_0,inst,INVxp67_ASAP7_75t_R,63.072,76.356
FE_RC_2944_0,inst,INVx1_ASAP7_75t_SL,63.072,75.546
FE_RC_2942_0,inst,OR2x2_ASAP7_75t_SL,64.368,96.876
FE_RC_2941_0,inst,OR2x2_ASAP7_75t_SL,63.72,96.606
FE_RC_2938_0,inst,NOR2x1p5_ASAP7_75t_SL,44.928,70.416
FE_RC_2935_0,inst,OR2x2_ASAP7_75t_SL,38.826,86.346
FE_RC_2933_0,inst,AND2x2_ASAP7_75t_R,41.418,98.496
FE_RC_2932_0,inst,AO21x2_ASAP7_75t_SL,41.256,98.226
FE_RC_2931_0,inst,NOR2x1p5_ASAP7_75t_SL,40.716,97.956
FE_RC_2930_0,inst,AND2x4_ASAP7_75t_SL,52.488,94.446
FE_RC_2927_0,inst,AND2x2_ASAP7_75t_R,57.618,69.876
FE_RC_2926_0,inst,AOI211x1_ASAP7_75t_SL,57.618,68.526
FE_RC_2921_0,inst,NOR2xp33_ASAP7_75t_L,48.222,99.846
FE_RC_2918_0,inst,AND2x2_ASAP7_75t_R,45.9,110.916
FE_RC_2914_0,inst,AND2x2_ASAP7_75t_SL,55.674,83.916
FE_RC_2912_0,inst,AND2x2_ASAP7_75t_R,32.778,86.886
FE_RC_2899_0,inst,AND2x2_ASAP7_75t_R,44.928,65.556
FE_RC_2894_0,inst,AOI211x1_ASAP7_75t_SL,58.266,78.516
FE_RC_2893_0,inst,AND2x4_ASAP7_75t_SL,56.052,89.316
FE_RC_2888_0,inst,AND3x2_ASAP7_75t_SL,69.336,94.446
FE_RC_2885_0,inst,NAND2x2_ASAP7_75t_SL,40.014,85.266
FE_RC_2884_0,inst,INVxp33_ASAP7_75t_R,41.958,75.546
FE_RC_2883_0,inst,NAND2xp33_ASAP7_75t_R,41.958,68.796
FE_RC_2882_0,inst,NOR2xp33_ASAP7_75t_L,42.12,68.526
FE_RC_2876_0,inst,OR2x2_ASAP7_75t_R,52.326,96.066
FE_RC_2869_0,inst,OR2x2_ASAP7_75t_SL,49.302,69.336
FE_RC_2868_0,inst,OR2x2_ASAP7_75t_L,48.924,70.416
FE_RC_2867_0,inst,OA22x2_ASAP7_75t_SL,49.248,70.416
FE_RC_2865_0,inst,OR2x2_ASAP7_75t_R,45.9,91.476
FE_RC_2862_0,inst,OAI22xp5_ASAP7_75t_SL,59.94,80.406
FE_RC_2853_0,inst,AOI22x1_ASAP7_75t_SL,41.472,75.276
FE_RC_2852_0,inst,AND2x4_ASAP7_75t_SL,41.094,75.006
FE_RC_2851_0,inst,OR2x2_ASAP7_75t_R,65.286,73.386
FE_RC_2850_0,inst,NOR2x1_ASAP7_75t_SL,66.636,73.116
FE_RC_2846_0,inst,INVx1_ASAP7_75t_L,59.832,76.626
FE_RC_2840_0,inst,OR2x2_ASAP7_75t_R,33.372,93.906
FE_RC_2823_0,inst,NOR2x1p5_ASAP7_75t_SL,38.448,87.696
FE_RC_2822_0,inst,INVxp67_ASAP7_75t_SL,39.258,87.696
FE_RC_2815_0,inst,OR2x2_ASAP7_75t_R,34.182,92.826
FE_RC_2812_0,inst,NAND2xp33_ASAP7_75t_R,43.632,67.986
FE_RC_2808_0,inst,OA22x2_ASAP7_75t_SL,54.594,71.226
FE_RC_2807_0,inst,NAND2x2_ASAP7_75t_SL,54.918,70.686
FE_RC_2806_0,inst,NOR2xp33_ASAP7_75t_L,55.404,102.276
FE_RC_2802_0,inst,OAI21x1_ASAP7_75t_SL,55.35,102.006
FE_RC_2792_0,inst,OA22x2_ASAP7_75t_SL,51.948,96.336
FE_RC_2791_0,inst,NAND2x1p5_ASAP7_75t_SL,52.326,95.796
FE_RC_2790_0,inst,NOR2xp33_ASAP7_75t_R,48.708,110.376
FE_RC_2789_0,inst,NOR3xp33_ASAP7_75t_R,48.6,111.996
FE_RC_2788_0,inst,NOR2xp33_ASAP7_75t_SL,48.6,111.456
FE_RC_2787_0,inst,OAI21x1_ASAP7_75t_SL,48.6,111.186
FE_RC_2786_0,inst,OR3x1_ASAP7_75t_R,61.074,96.066
FE_RC_2785_0,inst,OA21x2_ASAP7_75t_SL,61.182,96.336
FE_RC_2783_0,inst,AND2x2_ASAP7_75t_SL,47.412,92.016
FE_RC_2781_0,inst,NAND2xp33_ASAP7_75t_R,43.74,89.046
FE_RC_2780_0,inst,INVxp67_ASAP7_75t_R,41.958,88.236
FE_RC_2775_0,inst,OR2x2_ASAP7_75t_SL,51.138,105.516
FE_RC_2773_0,inst,NOR2xp33_ASAP7_75t_SL,40.284,112.806
FE_RC_2771_0,inst,INVxp67_ASAP7_75t_SL,39.69,112.536
FE_RC_2770_0,inst,AOI21xp5_ASAP7_75t_SL,40.014,112.536
FE_RC_2769_0,inst,NAND2xp5_ASAP7_75t_SL,40.014,112.266
FE_RC_2768_0,inst,NAND2xp33_ASAP7_75t_L,32.346,87.966
FE_RC_2757_0,inst,OA22x2_ASAP7_75t_R,41.418,115.506
FE_RC_2752_0,inst,AND2x2_ASAP7_75t_SL,50.922,106.866
FE_RC_2748_0,inst,OR2x2_ASAP7_75t_SL,48.762,105.516
FE_RC_2744_0,inst,INVx2_ASAP7_75t_SL,42.66,116.316
FE_RC_2742_0,inst,OR2x2_ASAP7_75t_SL,42.228,116.046
FE_RC_2739_0,inst,OA22x2_ASAP7_75t_R,64.26,76.356
FE_RC_2737_0,inst,OR2x2_ASAP7_75t_SL,35.64,85.806
FE_RC_2727_0,inst,NOR2x1p5_ASAP7_75t_SL,41.472,90.396
FE_RC_2726_0,inst,NOR2x1_ASAP7_75t_SL,35.424,87.156
FE_RC_2722_0,inst,INVxp33_ASAP7_75t_R,41.31,90.396
FE_RC_2717_0,inst,AND2x2_ASAP7_75t_R,45.738,89.316
FE_RC_2711_0,inst,OR2x2_ASAP7_75t_SL,46.386,104.436
FE_RC_2707_0,inst,OA22x2_ASAP7_75t_R,65.88,79.056
FE_RC_2705_0,inst,NOR2xp67_ASAP7_75t_SL,40.554,86.076
FE_RC_2703_0,inst,INVxp33_ASAP7_75t_R,39.96,86.076
FE_RC_2699_0,inst,NOR2x1_ASAP7_75t_SL,43.47,89.316
FE_RC_2696_0,inst,AND2x2_ASAP7_75t_R,65.232,75.816
FE_RC_2686_0,inst,AOI211xp5_ASAP7_75t_R,124.146,182.466
FE_RC_2685_0,inst,NOR2xp33_ASAP7_75t_R,128.574,165.996
FE_RC_2684_0,inst,OAI211xp5_ASAP7_75t_R,106.596,87.156
FE_RC_2683_0,inst,OAI21xp5_ASAP7_75t_L,131.382,2.916
FE_RC_2682_0,inst,NAND2xp33_ASAP7_75t_SL,112.644,77.166
FE_RC_2681_0,inst,OAI21xp5_ASAP7_75t_L,38.826,22.896
FE_RC_2680_0,inst,AOI21xp33_ASAP7_75t_R,71.442,158.976
FE_RC_2676_0,inst,NAND2xp33_ASAP7_75t_R,126.792,175.446
FE_RC_2674_0,inst,AOI21xp33_ASAP7_75t_R,50.76,6.696
FE_RC_2673_0,inst,AOI211xp5_ASAP7_75t_L,39.636,28.026
FE_RC_2672_0,inst,OAI21xp5_ASAP7_75t_SL,132.624,4.266
FE_RC_2671_0,inst,NAND2xp33_ASAP7_75t_R,114.642,85.266
FE_RC_2670_0,inst,NAND2xp5_ASAP7_75t_L,35.964,21.276
FE_RC_2669_0,inst,NAND2x1_ASAP7_75t_SL,71.388,66.096
FE_RC_2660_0,inst,NOR2xp33_ASAP7_75t_L,139.698,175.446
FE_RC_2659_0,inst,OAI21xp33_ASAP7_75t_R,183.114,2.916
FE_RC_2658_0,inst,NOR3xp33_ASAP7_75t_R,183.654,2.646
FE_RC_2655_0,inst,AOI21xp33_ASAP7_75t_R,32.292,37.746
FE_RC_2653_0,inst,AOI21xp5_ASAP7_75t_SL,164.808,34.236
FE_RC_2652_0,inst,AOI21xp33_ASAP7_75t_L,22.842,49.356
FE_RC_2651_0,inst,OAI21xp5_ASAP7_75t_L,121.878,20.196
FE_RC_2650_0,inst,AOI21xp33_ASAP7_75t_R,48.654,5.886
FE_RC_2649_0,inst,NAND2xp33_ASAP7_75t_R,115.182,75.006
FE_RC_2645_0,inst,NAND2xp5_ASAP7_75t_L,35.154,23.706
FE_RC_2639_0,inst,AOI31xp33_ASAP7_75t_L,118.638,5.076
FE_RC_2637_0,inst,NAND2xp5_ASAP7_75t_SL,82.458,112.536
FE_RC_2633_0,inst,AO22x1_ASAP7_75t_R,154.548,150.606
FE_RC_2627_0,inst,OAI21xp33_ASAP7_75t_R,48.168,147.636
FE_RC_2626_0,inst,AOI21xp33_ASAP7_75t_L,186.786,144.396
FE_RC_2623_0,inst,OAI21xp33_ASAP7_75t_R,171.45,123.336
FE_RC_2621_0,inst,NAND2xp33_ASAP7_75t_R,62.478,3.726
FE_RC_2620_0,inst,NAND2xp33_ASAP7_75t_R,114.912,167.616
FE_RC_2619_0,inst,NAND2xp33_ASAP7_75t_R,176.472,182.466
FE_RC_2618_0,inst,NAND2xp33_ASAP7_75t_R,171.126,159.786
FE_RC_2617_0,inst,NAND2xp33_ASAP7_75t_L,103.302,121.716
FE_RC_2615_0,inst,AOI21xp5_ASAP7_75t_SL,66.582,75.276
FE_RC_2612_0,inst,XNOR2xp5_ASAP7_75t_SL,1.782,156.546
FE_RC_2611_0,inst,XNOR2x2_ASAP7_75t_SL,92.016,63.396
FE_RC_2609_0,inst,XOR2xp5_ASAP7_75t_SL,83.538,69.066
FE_RC_2608_0,inst,OA21x2_ASAP7_75t_R,155.412,169.506
FE_RC_2605_0,inst,OAI21xp33_ASAP7_75t_R,123.714,182.466
FE_RC_2604_0,inst,OAI21xp33_ASAP7_75t_SL,23.382,40.176
FE_RC_2603_0,inst,AND2x2_ASAP7_75t_L,91.8,44.766
FE_RC_2602_0,inst,NAND2xp33_ASAP7_75t_R,183.762,40.986
FE_RC_2600_0,inst,OAI21xp33_ASAP7_75t_R,184.842,3.996
FE_RC_2599_0,inst,NOR2xp33_ASAP7_75t_R,20.034,43.416
FE_RC_2598_0,inst,AOI21xp33_ASAP7_75t_R,185.328,3.996
FE_RC_2597_0,inst,OAI21xp33_ASAP7_75t_R,75.816,97.146
FE_RC_2596_0,inst,NAND2xp33_ASAP7_75t_R,26.352,37.206
FE_RC_2595_0,inst,AO22x1_ASAP7_75t_R,85.698,140.616
FE_RC_2594_0,inst,NAND2xp33_ASAP7_75t_R,72.306,23.166
FE_RC_2593_0,inst,AOI21xp5_ASAP7_75t_L,112.644,77.706
FE_RC_2591_0,inst,OAI21xp33_ASAP7_75t_R,27.378,28.296
FE_RC_2590_0,inst,OAI21xp33_ASAP7_75t_R,130.518,3.186
FE_RC_2589_0,inst,OA21x2_ASAP7_75t_R,28.458,14.256
FE_RC_2588_0,inst,NAND2xp5_ASAP7_75t_R,44.28,5.076
FE_RC_2586_0,inst,AOI21xp5_ASAP7_75t_SL,76.41,66.636
FE_RC_2585_0,inst,OAI21xp5_ASAP7_75t_L,132.3,1.836
FE_RC_2584_0,inst,OAI21xp33_ASAP7_75t_R,55.998,170.586
FE_RC_2583_0,inst,OAI21x1_ASAP7_75t_SL,34.56,52.056
FE_RC_2582_0,inst,NAND2xp33_ASAP7_75t_R,79.326,115.506
FE_RC_2581_0,inst,NAND2xp33_ASAP7_75t_L,114.48,84.996
FE_RC_2577_0,inst,A2O1A1Ixp33_ASAP7_75t_R,22.194,39.366
FE_RC_2575_0,inst,AOI21xp33_ASAP7_75t_R,156.492,66.366
FE_RC_2574_0,inst,NAND2xp33_ASAP7_75t_R,111.78,74.466
FE_RC_2568_0,inst,AOI21xp33_ASAP7_75t_R,117.45,93.636
FE_RC_2567_0,inst,AOI21xp33_ASAP7_75t_R,43.308,6.426
FE_RC_2566_0,inst,OAI21xp33_ASAP7_75t_R,161.298,12.636
FE_RC_2561_0,inst,NAND2xp33_ASAP7_75t_R,63.234,17.766
FE_RC_2556_0,inst,NAND2xp5_ASAP7_75t_SL,13.338,20.466
FE_RC_2554_0,inst,NAND2xp33_ASAP7_75t_R,156.06,66.906
FE_RC_2551_0,inst,OA21x2_ASAP7_75t_L,73.656,97.686
FE_RC_2546_0,inst,AO22x1_ASAP7_75t_R,152.388,179.766
FE_RC_2545_0,inst,AO22x1_ASAP7_75t_R,169.938,184.896
FE_RC_2544_0,inst,AO22x1_ASAP7_75t_R,166.428,119.826
FE_RC_2543_0,inst,AO22x1_ASAP7_75t_R,42.012,152.766
FE_RC_2540_0,inst,NAND2xp33_ASAP7_75t_R,39.366,43.416
FE_RC_2539_0,inst,OAI21xp33_ASAP7_75t_SL,30.726,50.706
FE_RC_2537_0,inst,AOI21xp33_ASAP7_75t_L,75.546,116.316
FE_RC_2525_0,inst,AO22x1_ASAP7_75t_R,127.224,171.936
FE_RC_2524_0,inst,AO22x1_ASAP7_75t_R,140.454,174.366
FE_RC_2523_0,inst,AO22x1_ASAP7_75t_R,106.002,123.336
FE_RC_2522_0,inst,OA22x2_ASAP7_75t_R,21.654,170.856
FE_RC_2521_0,inst,AO22x1_ASAP7_75t_R,29.43,125.766
FE_RC_2520_0,inst,AO22x1_ASAP7_75t_R,34.992,136.836
FE_RC_2519_0,inst,AOI21xp33_ASAP7_75t_R,147.096,172.476
FE_RC_2518_0,inst,OAI21xp33_ASAP7_75t_R,138.402,10.476
FE_RC_2517_0,inst,AOI211xp5_ASAP7_75t_R,178.848,148.446
FE_RC_2516_0,inst,AOI21xp33_ASAP7_75t_R,180.9,150.066
FE_RC_2515_0,inst,AOI21xp33_ASAP7_75t_R,187.434,142.506
FE_RC_2506_0,inst,NAND2xp33_ASAP7_75t_R,82.296,113.346
FE_RC_2503_0,inst,NAND2xp5_ASAP7_75t_SL,160.38,11.826
FE_RC_2500_0,inst,AOI21xp33_ASAP7_75t_R,23.328,8.586
FE_RC_2498_0,inst,NAND2xp33_ASAP7_75t_R,160.056,137.646
FE_RC_2497_0,inst,NAND2xp33_ASAP7_75t_R,19.224,127.386
FE_RC_2496_0,inst,NAND2xp33_ASAP7_75t_R,63.504,5.076
FE_RC_2495_0,inst,OAI21xp33_ASAP7_75t_R,45.144,34.236
FE_RC_2494_0,inst,NAND2xp33_ASAP7_75t_R,118.53,151.686
FE_RC_2493_0,inst,AO22x1_ASAP7_75t_R,154.818,43.686
FE_RC_2492_0,inst,AO22x1_ASAP7_75t_R,152.388,185.976
FE_RC_2491_0,inst,AO22x1_ASAP7_75t_R,126.36,116.046
FE_RC_2490_0,inst,AO22x1_ASAP7_75t_R,133.596,137.376
FE_RC_2489_0,inst,AO22x1_ASAP7_75t_R,159.462,150.606
FE_RC_2488_0,inst,AO22x1_ASAP7_75t_R,66.312,142.236
FE_RC_2487_0,inst,AO22x1_ASAP7_75t_R,18.684,143.316
FE_RC_2486_0,inst,OAI21xp5_ASAP7_75t_SL,1.944,114.156
FE_RC_2479_0,inst,OAI211xp5_ASAP7_75t_R,20.574,8.046
FE_RC_2473_0,inst,AOI21xp33_ASAP7_75t_R,111.24,19.926
FE_RC_2472_0,inst,NAND2xp33_ASAP7_75t_R,171.234,142.506
FE_RC_2471_0,inst,NAND2xp33_ASAP7_75t_R,39.42,120.096
FE_RC_2470_0,inst,NAND2xp33_ASAP7_75t_R,47.196,127.656
FE_RC_2469_0,inst,NAND2xp33_ASAP7_75t_R,67.608,26.946
FE_RC_2467_0,inst,A2O1A1Ixp33_ASAP7_75t_R,154.548,29.106
FE_RC_2466_0,inst,A2O1A1Ixp33_ASAP7_75t_R,108.702,69.066
FE_RC_2465_0,inst,AOI21xp33_ASAP7_75t_R,94.554,144.126
FE_RC_2464_0,inst,AOI21xp33_ASAP7_75t_R,96.39,153.036
FE_RC_2463_0,inst,AOI21xp33_ASAP7_75t_R,93.582,149.526
FE_RC_2462_0,inst,AOI21xp33_ASAP7_75t_R,74.844,131.976
FE_RC_2461_0,inst,AOI21xp33_ASAP7_75t_R,26.784,130.896
FE_RC_2460_0,inst,AOI21xp33_ASAP7_75t_R,51.57,178.416
FE_RC_2459_0,inst,AOI21xp33_ASAP7_75t_R,137.646,39.096
FE_RC_2453_0,inst,NAND2xp33_ASAP7_75t_R,137.862,182.466
FE_RC_2452_0,inst,AOI21xp33_ASAP7_75t_R,153.306,97.956
FE_RC_2451_0,inst,NAND2xp33_ASAP7_75t_R,183.168,64.746
FE_RC_2449_0,inst,NAND2xp33_ASAP7_75t_L,141.426,100.116
FE_RC_2448_0,inst,NAND2xp33_ASAP7_75t_R,149.796,136.296
FE_RC_2447_0,inst,NAND2xp33_ASAP7_75t_R,173.286,127.386
FE_RC_2446_0,inst,NAND2xp33_ASAP7_75t_R,168.426,114.966
FE_RC_2445_0,inst,AOI21xp33_ASAP7_75t_R,120.258,150.606
FE_RC_2444_0,inst,AOI21xp33_ASAP7_75t_R,19.818,126.036
FE_RC_2443_0,inst,AOI21xp33_ASAP7_75t_R,41.094,140.346
FE_RC_2442_0,inst,AOI21xp33_ASAP7_75t_L,9.126,144.396
FE_RC_2441_0,inst,NAND2xp33_ASAP7_75t_R,66.204,7.506
FE_RC_2440_0,inst,AOI21xp33_ASAP7_75t_R,43.092,38.016
FE_RC_2438_0,inst,NAND2xp33_ASAP7_75t_L,70.902,9.666
FE_RC_2437_0,inst,NAND2xp33_ASAP7_75t_R,47.52,31.806
FE_RC_2436_0,inst,NAND2xp33_ASAP7_75t_R,56.43,27.756
FE_RC_2435_0,inst,OAI211xp5_ASAP7_75t_R,146.124,173.286
FE_RC_2434_0,inst,OAI21xp33_ASAP7_75t_R,173.016,134.406
FE_RC_2433_0,inst,AOI211xp5_ASAP7_75t_R,47.898,164.106
FE_RC_2432_0,inst,NAND2xp33_ASAP7_75t_R,142.344,56.376
FE_RC_2431_0,inst,NAND2xp33_ASAP7_75t_R,87.966,165.186
FE_RC_2430_0,inst,NAND2xp33_ASAP7_75t_R,98.496,169.776
FE_RC_2429_0,inst,NAND2xp33_ASAP7_75t_R,106.812,172.476
FE_RC_2428_0,inst,NAND2xp5_ASAP7_75t_R,95.202,182.736
FE_RC_2427_0,inst,NOR2xp33_ASAP7_75t_R,84.348,186.246
FE_RC_2426_0,inst,NAND2xp33_ASAP7_75t_R,135.27,185.436
FE_RC_2425_0,inst,NAND2xp33_ASAP7_75t_R,148.446,88.236
FE_RC_2424_0,inst,NAND2xp33_ASAP7_75t_R,154.764,81.756
FE_RC_2423_0,inst,NAND2xp33_ASAP7_75t_R,171.234,79.866
FE_RC_2422_0,inst,NAND2xp33_ASAP7_75t_L,173.61,83.916
FE_RC_2421_0,inst,NAND2xp33_ASAP7_75t_R,183.546,67.446
FE_RC_2420_0,inst,NAND2xp33_ASAP7_75t_R,161.568,54.486
FE_RC_2419_0,inst,NAND2xp33_ASAP7_75t_R,186.192,164.376
FE_RC_2418_0,inst,NAND2xp33_ASAP7_75t_R,173.61,158.976
FE_RC_2417_0,inst,NAND2xp33_ASAP7_75t_R,102.222,26.676
FE_RC_2416_0,inst,NAND2xp33_ASAP7_75t_R,109.404,106.326
FE_RC_2415_0,inst,NAND2xp33_ASAP7_75t_R,142.56,152.226
FE_RC_2414_0,inst,NAND2xp33_ASAP7_75t_R,172.422,128.466
FE_RC_2413_0,inst,NAND2xp5_ASAP7_75t_L,165.132,113.076
FE_RC_2412_0,inst,NAND2xp33_ASAP7_75t_R,175.77,139.266
FE_RC_2411_0,inst,NAND2xp33_ASAP7_75t_R,164.754,124.686
FE_RC_2410_0,inst,NAND2xp33_ASAP7_75t_R,97.848,136.836
FE_RC_2409_0,inst,NAND2xp33_ASAP7_75t_R,111.996,124.956
FE_RC_2408_0,inst,NAND2xp33_ASAP7_75t_R,129.06,154.116
FE_RC_2407_0,inst,NAND2xp33_ASAP7_75t_R,109.188,131.976
FE_RC_2406_0,inst,NAND2xp33_ASAP7_75t_L,61.614,136.836
FE_RC_2405_0,inst,NAND2xp33_ASAP7_75t_R,36.612,173.286
FE_RC_2404_0,inst,NAND2xp33_ASAP7_75t_R,29.376,132.516
FE_RC_2403_0,inst,NAND2xp33_ASAP7_75t_R,27.756,132.246
FE_RC_2402_0,inst,AOI21xp33_ASAP7_75t_R,126.846,171.936
FE_RC_2401_0,inst,AOI21xp33_ASAP7_75t_R,143.424,175.716
FE_RC_2400_0,inst,AOI21xp33_ASAP7_75t_R,108.486,11.826
FE_RC_2399_0,inst,AOI21xp33_ASAP7_75t_R,132.3,105.516
FE_RC_2398_0,inst,AOI21xp33_ASAP7_75t_R,93.852,131.436
FE_RC_2395_0,inst,INVxp67_ASAP7_75t_R,90.234,22.356
FE_RC_2394_0,inst,AO21x1_ASAP7_75t_SL,90.072,22.086
FE_RC_2393_0,inst,XOR2xp5_ASAP7_75t_SL,1.566,131.706
FE_RC_2390_0,inst,AO21x1_ASAP7_75t_SL,17.982,43.956
FE_RC_2387_0,inst,NOR3xp33_ASAP7_75t_SL,74.088,78.246
FE_RC_2386_0,inst,XNOR2xp5_ASAP7_75t_R,135.216,72.036
FE_RC_2385_0,inst,XOR2xp5_ASAP7_75t_SL,0.378,157.086
FE_RC_2384_0,inst,NAND2xp5_ASAP7_75t_L,17.766,43.686
FE_RC_2382_0,inst,XNOR2x2_ASAP7_75t_SL,75.924,101.196
FE_RC_2381_0,inst,OR3x1_ASAP7_75t_R,188.838,129.816
FE_RC_2380_0,inst,NAND2xp33_ASAP7_75t_R,188.838,130.626
FE_RC_2379_0,inst,NAND2xp5_ASAP7_75t_SL,29.862,56.916
FE_RC_2377_0,inst,NOR2xp33_ASAP7_75t_R,24.246,43.146
FE_RC_2373_0,inst,OR2x2_ASAP7_75t_L,28.404,40.986
FE_RC_2370_0,inst,AOI21xp5_ASAP7_75t_SL,91.908,55.026
FE_RC_2366_0,inst,AOI21xp33_ASAP7_75t_R,28.404,55.836
FE_RC_2364_0,inst,OR2x2_ASAP7_75t_SL,130.734,80.946
FE_RC_2363_0,inst,NOR2xp33_ASAP7_75t_R,6.318,118.206
FE_RC_2361_0,inst,AO21x1_ASAP7_75t_L,86.184,54.486
FE_RC_2360_0,inst,INVxp67_ASAP7_75t_SL,166.536,4.536
FE_RC_2359_0,inst,AND2x2_ASAP7_75t_SL,166.482,4.806
FE_RC_2358_0,inst,AND2x2_ASAP7_75t_SL,55.296,2.646
FE_RC_2357_0,inst,NOR2xp33_ASAP7_75t_R,57.834,75.006
FE_RC_2350_0,inst,NAND2x1_ASAP7_75t_SL,78.948,48.276
FE_RC_2348_0,inst,AO22x1_ASAP7_75t_SL,77.274,77.436
FE_RC_2345_0,inst,XNOR2x1_ASAP7_75t_SL,103.68,71.226
FE_RC_2344_0,inst,OA21x2_ASAP7_75t_SL,187.056,126.576
FE_RC_2343_0,inst,AND2x2_ASAP7_75t_L,93.42,55.296
FE_RC_2342_0,inst,AO22x1_ASAP7_75t_SL,33.048,31.266
FE_RC_2341_0,inst,OAI21xp5_ASAP7_75t_SL,173.016,13.986
FE_RC_2340_0,inst,INVx4_ASAP7_75t_SL,47.574,98.226
FE_RC_2338_0,inst,INVxp33_ASAP7_75t_R,72.9,88.776
FE_RC_2336_0,inst,NAND2xp33_ASAP7_75t_SL,65.286,2.916
FE_RC_2335_0,inst,OAI211xp5_ASAP7_75t_L,29.97,47.466
FE_RC_2332_0,inst,AOI21xp33_ASAP7_75t_R,93.528,55.836
FE_RC_2329_0,inst,INVxp67_ASAP7_75t_SL,108.108,77.976
FE_RC_2327_0,inst,OA22x2_ASAP7_75t_SL,47.196,96.876
FE_RC_2325_0,inst,AOI21xp33_ASAP7_75t_R,17.982,45.576
FE_RC_2324_0,inst,NOR2xp33_ASAP7_75t_R,92.988,55.836
FE_RC_2322_0,inst,XOR2xp5_ASAP7_75t_SL,103.518,70.416
FE_RC_2319_0,inst,AND2x2_ASAP7_75t_SL,5.022,115.776
