Name,Type,Master,X,Y
inst_45072,inst,DFFHQNx1_ASAP7_75t_R,177.12,131.706
inst_45073,inst,OAI221xp5_ASAP7_75t_SL,176.634,131.976
inst_45074,inst,INVxp33_ASAP7_75t_R,177.12,131.976
inst_45075,inst,DFFHQNx1_ASAP7_75t_R,177.66,130.356
inst_45076,inst,AOI22xp33_ASAP7_75t_R,177.174,130.626
inst_45077,inst,AOI22xp33_ASAP7_75t_R,176.58,130.626
inst_45079,inst,AOI22xp33_ASAP7_75t_R,176.796,130.896
inst_45080,inst,DFFHQNx1_ASAP7_75t_R,179.442,126.306
inst_45081,inst,AOI22xp33_ASAP7_75t_R,178.578,125.226
inst_45082,inst,DFFHQNx1_ASAP7_75t_R,179.712,125.496
inst_45083,inst,AOI22xp33_ASAP7_75t_R,179.604,125.226
inst_45084,inst,DFFHQNx1_ASAP7_75t_R,179.442,125.766
inst_45085,inst,AOI221xp5_ASAP7_75t_SL,178.524,125.496
inst_45086,inst,OAI22xp33_ASAP7_75t_R,178.794,125.766
inst_45087,inst,AOI22xp5_ASAP7_75t_R,179.064,124.686
inst_45088,inst,DFFHQNx1_ASAP7_75t_R,179.766,124.686
inst_45089,inst,AOI22xp33_ASAP7_75t_R,179.82,124.146
inst_45090,inst,AOI221xp5_ASAP7_75t_SL,179.388,124.416
inst_45091,inst,OAI221xp5_ASAP7_75t_SL,179.172,124.146
inst_45092,inst,AOI221xp5_ASAP7_75t_SL,179.712,123.876
inst_45093,inst,DFFHQNx1_ASAP7_75t_R,178.362,123.606
inst_45094,inst,DFFHQNx1_ASAP7_75t_R,178.362,123.876
inst_45095,inst,INVxp33_ASAP7_75t_R,178.254,124.146
inst_45096,inst,DFFHQNx1_ASAP7_75t_R,176.958,126.306
inst_45097,inst,AOI22xp33_ASAP7_75t_R,177.93,125.496
inst_45098,inst,AOI221xp5_ASAP7_75t_SL,177.984,125.766
inst_45099,inst,AOI22xp33_ASAP7_75t_R,178.038,126.306
inst_45100,inst,DFFHQNx1_ASAP7_75t_R,177.822,124.686
inst_45101,inst,DFFHQNx1_ASAP7_75t_R,178.092,124.416
inst_45102,inst,NOR3xp33_ASAP7_75t_R,177.768,124.146
inst_45103,inst,AOI221xp5_ASAP7_75t_SL,177.66,123.876
inst_45104,inst,NOR3xp33_ASAP7_75t_R,177.822,123.336
inst_45105,inst,AOI22xp33_ASAP7_75t_R,177.768,123.606
inst_45106,inst,OAI221xp5_ASAP7_75t_SL,177.39,125.766
inst_45107,inst,AOI221xp5_ASAP7_75t_SL,177.444,125.496
inst_45108,inst,DFFHQNx1_ASAP7_75t_R,179.874,124.956
inst_45109,inst,AOI22xp33_ASAP7_75t_R,179.064,125.226
inst_45110,inst,AOI22xp33_ASAP7_75t_R,179.334,124.956
inst_45111,inst,DFFHQNx1_ASAP7_75t_R,178.956,126.576
inst_45112,inst,AOI22xp33_ASAP7_75t_R,178.416,126.036
inst_45113,inst,NOR3xp33_ASAP7_75t_R,178.902,126.036
inst_45114,inst,DFFHQNx1_ASAP7_75t_R,177.876,124.956
inst_45115,inst,NOR5xp2_ASAP7_75t_SL,177.174,124.146
inst_45116,inst,DFFHQNx1_ASAP7_75t_L,176.688,124.686
inst_45117,inst,OAI22xp33_ASAP7_75t_R,177.228,124.416
inst_45118,inst,AOI22xp33_ASAP7_75t_R,175.392,124.416
inst_45119,inst,OAI22xp33_ASAP7_75t_R,175.338,124.146
inst_45120,inst,AOI22xp33_ASAP7_75t_R,175.77,124.146
inst_45121,inst,DFFHQNx1_ASAP7_75t_R,179.388,126.846
inst_45122,inst,AOI22xp33_ASAP7_75t_R,179.334,126.036
inst_45123,inst,DFFHQNx1_ASAP7_75t_R,179.064,127.386
inst_45125,inst,AOI22xp33_ASAP7_75t_R,178.794,127.116
inst_45127,inst,AOI22xp33_ASAP7_75t_R,178.416,126.846
inst_45128,inst,INVxp33_ASAP7_75t_R,178.956,126.846
inst_45129,inst,DFFHQNx1_ASAP7_75t_R,176.958,126.036
inst_45130,inst,DFFHQNx1_ASAP7_75t_R,178.848,123.066
inst_45131,inst,DFFHQNx1_ASAP7_75t_R,176.364,123.606
inst_45132,inst,DFFHQNx1_ASAP7_75t_R,176.256,121.176
inst_45133,inst,AOI22xp33_ASAP7_75t_R,176.634,122.526
inst_45134,inst,INVxp33_ASAP7_75t_R,176.958,121.986
inst_45135,inst,DFFHQNx1_ASAP7_75t_R,175.176,121.446
inst_45136,inst,DFFHQNx1_ASAP7_75t_R,174.798,123.066
inst_45137,inst,DFFHQNx1_ASAP7_75t_R,175.392,122.256
inst_45138,inst,INVxp33_ASAP7_75t_R,175.662,121.716
inst_45139,inst,DFFHQNx1_ASAP7_75t_R,175.068,121.176
inst_45140,inst,AOI22xp33_ASAP7_75t_R,175.878,121.986
inst_45141,inst,AOI221xp5_ASAP7_75t_SL,175.608,120.906
inst_45142,inst,AOI221xp5_ASAP7_75t_SL,175.716,120.366
inst_45143,inst,AOI22xp33_ASAP7_75t_R,175.824,120.636
inst_45144,inst,DFFHQNx1_ASAP7_75t_R,173.07,124.416
inst_45145,inst,DFFHQNx1_ASAP7_75t_R,173.232,123.876
inst_45146,inst,AOI22xp33_ASAP7_75t_R,172.908,124.146
inst_45147,inst,AOI22xp33_ASAP7_75t_R,172.908,123.606
inst_45148,inst,INVxp33_ASAP7_75t_R,173.502,123.606
inst_45149,inst,AOI22xp33_ASAP7_75t_R,170.262,124.146
inst_45150,inst,AOI22xp33_ASAP7_75t_R,170.262,124.416
inst_45151,inst,DFFHQNx1_ASAP7_75t_R,173.34,123.336
inst_45152,inst,OAI221xp5_ASAP7_75t_SL,174.042,123.606
inst_45153,inst,AOI22xp33_ASAP7_75t_R,173.07,122.796
inst_45155,inst,AOI22xp33_ASAP7_75t_R,173.07,122.526
inst_45156,inst,DFFHQNx1_ASAP7_75t_R,176.742,123.066
inst_45157,inst,DFFHQNx1_ASAP7_75t_R,175.338,122.526
inst_45159,inst,DFFHQNx1_ASAP7_75t_R,176.418,123.336
inst_45160,inst,AOI221xp5_ASAP7_75t_SL,176.04,122.796
inst_45161,inst,OAI22xp33_ASAP7_75t_R,176.58,122.796
inst_45162,inst,AOI22xp33_ASAP7_75t_R,175.878,123.606
inst_45163,inst,AOI22xp33_ASAP7_75t_R,176.094,123.066
inst_45164,inst,DFFHQNx1_ASAP7_75t_R,177.66,122.256
inst_45165,inst,AOI22xp33_ASAP7_75t_R,175.446,122.796
inst_45167,inst,DFFHQNx1_ASAP7_75t_R,177.498,121.986
inst_45168,inst,INVxp33_ASAP7_75t_R,177.12,122.796
inst_45170,inst,OAI22xp33_ASAP7_75t_R,177.12,122.256
inst_45171,inst,OAI221xp5_ASAP7_75t_SL,136.728,110.376
inst_45172,inst,AOI221xp5_ASAP7_75t_SL,136.674,110.646
inst_45173,inst,DFFHQNx1_ASAP7_75t_R,173.016,124.956
inst_45174,inst,DFFHQNx1_ASAP7_75t_R,169.722,124.956
inst_45175,inst,AOI22xp33_ASAP7_75t_R,170.154,125.226
inst_45178,inst,AOI22xp33_ASAP7_75t_R,169.668,125.226
inst_45179,inst,AOI22xp33_ASAP7_75t_R,169.992,124.686
inst_45180,inst,DFFHQNx1_ASAP7_75t_R,174.15,124.956
inst_45181,inst,DFFHQNx1_ASAP7_75t_R,174.15,124.686
inst_45182,inst,AOI22xp33_ASAP7_75t_R,174.15,124.146
inst_45183,inst,AOI221xp5_ASAP7_75t_SL,174.744,124.146
inst_45184,inst,AOI22xp33_ASAP7_75t_R,174.744,123.606
inst_45185,inst,AOI22xp33_ASAP7_75t_R,174.744,123.876
inst_45186,inst,AOI22xp33_ASAP7_75t_R,146.178,124.956
inst_45187,inst,AOI22xp33_ASAP7_75t_R,146.178,125.226
inst_45188,inst,DFFHQNx1_ASAP7_75t_R,177.498,122.526
inst_45189,inst,DFFHQNx1_ASAP7_75t_R,174.528,123.336
inst_45190,inst,DFFHQNx1_ASAP7_75t_R,175.932,124.416
inst_45191,inst,AOI22xp33_ASAP7_75t_R,176.418,124.146
inst_45192,inst,OAI22xp33_ASAP7_75t_R,174.636,122.526
inst_45193,inst,DFFHQNx1_ASAP7_75t_R,173.61,123.066
inst_45194,inst,AOI22xp33_ASAP7_75t_R,174.852,122.256
inst_45195,inst,AOI22xp33_ASAP7_75t_R,174.798,122.796
inst_45196,inst,OAI221xp5_ASAP7_75t_SL,168.858,122.526
inst_45197,inst,AOI22xp33_ASAP7_75t_R,168.966,122.256
inst_45198,inst,DFFHQNx1_ASAP7_75t_R,175.446,124.686
inst_45199,inst,DFFHQNx1_ASAP7_75t_R,175.23,124.956
inst_45200,inst,DFFHQNx1_ASAP7_75t_R,176.31,123.876
inst_45201,inst,AOI22xp33_ASAP7_75t_R,175.392,123.606
inst_45202,inst,AOI22xp33_ASAP7_75t_R,175.392,123.876
inst_45203,inst,AOI22xp33_ASAP7_75t_R,175.824,123.876
inst_45204,inst,INVxp33_ASAP7_75t_R,176.202,125.226
inst_45205,inst,DFFHQNx1_ASAP7_75t_R,174.258,125.766
inst_45206,inst,AOI22xp33_ASAP7_75t_R,175.23,125.496
inst_45207,inst,AOI22xp33_ASAP7_75t_R,174.744,125.496
inst_45208,inst,INVxp33_ASAP7_75t_R,174.366,125.226
inst_45209,inst,AOI22xp33_ASAP7_75t_R,174.744,125.226
inst_45210,inst,DFFHQNx1_ASAP7_75t_R,175.284,126.036
inst_45211,inst,DFFHQNx1_ASAP7_75t_R,175.662,126.846
inst_45212,inst,OAI221xp5_ASAP7_75t_SL,175.824,127.386
inst_45213,inst,AOI22xp33_ASAP7_75t_R,176.202,127.386
inst_45214,inst,AOI22xp33_ASAP7_75t_R,174.852,127.386
inst_45215,inst,AOI221xp5_ASAP7_75t_SL,175.338,127.386
inst_45216,inst,DFFHQNx1_ASAP7_75t_R,175.878,126.306
inst_45217,inst,AOI22xp33_ASAP7_75t_R,175.716,125.496
inst_45218,inst,INVxp33_ASAP7_75t_R,176.526,126.036
inst_45219,inst,NOR2xp33_ASAP7_75t_R,176.634,127.926
inst_45220,inst,AOI22xp33_ASAP7_75t_R,176.364,127.656
inst_45221,inst,DFFHQNx1_ASAP7_75t_R,176.094,125.766
inst_45222,inst,AOI22xp33_ASAP7_75t_R,176.526,125.496
inst_45223,inst,DFFHQNx1_ASAP7_75t_R,174.096,121.716
inst_45224,inst,OAI22xp33_ASAP7_75t_R,170.694,116.046
inst_45225,inst,INVxp33_ASAP7_75t_R,174.312,121.446
inst_45226,inst,DFFHQNx1_ASAP7_75t_L,174.042,121.986
inst_45227,inst,AOI22xp33_ASAP7_75t_R,174.258,122.256
inst_45228,inst,DFFHQNx1_ASAP7_75t_R,176.256,120.906
inst_45229,inst,AOI221xp5_ASAP7_75t_SL,176.31,121.716
inst_45230,inst,INVxp33_ASAP7_75t_R,176.688,121.446
inst_45231,inst,INVxp33_ASAP7_75t_R,176.688,122.256
inst_45232,inst,AOI22xp33_ASAP7_75t_R,176.472,121.986
inst_45233,inst,AOI22xp33_ASAP7_75t_R,153.792,112.266
inst_45234,inst,AOI221xp5_ASAP7_75t_SL,153.792,112.536
inst_45235,inst,DFFHQNx1_ASAP7_75t_R,177.66,122.796
inst_45236,inst,INVxp33_ASAP7_75t_R,178.254,123.066
inst_45237,inst,AOI22xp33_ASAP7_75t_R,176.418,124.956
inst_45238,inst,NOR5xp2_ASAP7_75t_SL,175.5,125.766
inst_45239,inst,DFFHQNx1_ASAP7_75t_R,177.66,130.626
inst_45240,inst,DFFHQNx1_ASAP7_75t_R,176.148,129.816
inst_45241,inst,AOI22xp33_ASAP7_75t_R,176.796,129.546
inst_45242,inst,AOI22xp33_ASAP7_75t_R,176.58,131.706
inst_45243,inst,AOI221xp5_ASAP7_75t_SL,176.472,131.436
inst_45244,inst,AOI221xp5_ASAP7_75t_SL,176.742,131.166
inst_45245,inst,DFFHQNx1_ASAP7_75t_R,175.392,127.926
inst_45246,inst,OAI221xp5_ASAP7_75t_SL,176.364,128.736
inst_45247,inst,OAI221xp5_ASAP7_75t_SL,176.364,128.196
inst_45248,inst,DFFHQNx1_ASAP7_75t_R,177.606,130.086
inst_45249,inst,AOI22xp33_ASAP7_75t_R,176.634,130.086
inst_45250,inst,AOI22xp33_ASAP7_75t_R,177.012,130.356
inst_45251,inst,DFFHQNx1_ASAP7_75t_R,175.716,129.546
inst_45252,inst,AOI22xp33_ASAP7_75t_R,176.094,129.006
inst_45253,inst,AOI221xp5_ASAP7_75t_SL,176.094,129.276
inst_45254,inst,AOI22xp33_ASAP7_75t_R,176.526,129.006
inst_45255,inst,AOI22xp33_ASAP7_75t_R,176.58,129.276
inst_45256,inst,DFFHQNx1_ASAP7_75t_R,178.578,127.656
inst_45257,inst,DFFHQNx1_ASAP7_75t_R,176.742,127.386
inst_45260,inst,DFFHQNx1_ASAP7_75t_R,176.634,127.116
inst_45261,inst,AOI22xp33_ASAP7_75t_R,177.012,126.846
inst_45262,inst,DFFHQNx1_ASAP7_75t_R,178.146,127.926
inst_45263,inst,NOR2xp33_ASAP7_75t_R,177.498,126.846
inst_45264,inst,DFFHQNx1_ASAP7_75t_R,177.93,128.196
inst_45265,inst,INVxp33_ASAP7_75t_R,178.092,126.576
inst_45266,inst,AOI22xp33_ASAP7_75t_R,177.876,126.846
inst_45267,inst,AOI22xp33_ASAP7_75t_R,178.254,127.116
inst_45268,inst,AOI22xp33_ASAP7_75t_R,178.416,127.386
inst_45269,inst,DFFHQNx1_ASAP7_75t_R,175.608,126.576
inst_45271,inst,DFFHQNx1_ASAP7_75t_R,175.068,127.116
inst_45272,inst,NOR3xp33_ASAP7_75t_R,175.176,126.306
inst_45273,inst,AOI221xp5_ASAP7_75t_SL,175.068,126.846
inst_45277,inst,DFFHQNx1_ASAP7_75t_R,177.93,128.466
inst_45278,inst,INVxp33_ASAP7_75t_R,177.876,127.116
inst_45279,inst,NOR2xp33_ASAP7_75t_R,178.038,127.386
inst_45280,inst,NOR3xp33_ASAP7_75t_R,178.578,126.306
inst_45281,inst,INVxp33_ASAP7_75t_R,179.28,127.116
inst_45282,inst,AOI22xp33_ASAP7_75t_R,179.118,125.496
inst_45283,inst,INVxp33_ASAP7_75t_R,179.334,123.336
inst_45284,inst,DFFHQNx1_ASAP7_75t_R,176.904,125.226
inst_45285,inst,AOI22xp33_ASAP7_75t_R,178.092,125.226
inst_45286,inst,OAI221xp5_ASAP7_75t_SL,177.552,121.446
inst_45287,inst,AOI22xp33_ASAP7_75t_R,177.012,121.446
inst_45288,inst,AOI22xp33_ASAP7_75t_R,177.552,121.716
inst_45289,inst,DFFHQNx1_ASAP7_75t_R,178.848,132.786
inst_45290,inst,DFFHQNx1_ASAP7_75t_R,178.848,132.516
inst_45291,inst,DFFHQNx1_ASAP7_75t_R,177.552,132.786
inst_45292,inst,DFFHQNx1_ASAP7_75t_R,178.686,135.486
inst_45293,inst,AOI22xp33_ASAP7_75t_R,178.794,135.756
inst_45294,inst,AOI221xp5_ASAP7_75t_SL,177.39,134.676
inst_45295,inst,AOI22xp33_ASAP7_75t_R,177.498,134.136
inst_45296,inst,INVxp33_ASAP7_75t_R,177.606,133.326
inst_45297,inst,OAI221xp5_ASAP7_75t_SL,177.39,131.976
inst_45298,inst,AOI22xp33_ASAP7_75t_R,177.93,131.976
inst_45299,inst,INVxp33_ASAP7_75t_R,179.226,132.246
inst_45300,inst,DFFHQNx1_ASAP7_75t_R,179.01,134.136
inst_45301,inst,AOI22xp33_ASAP7_75t_R,179.28,133.056
inst_45302,inst,DFFHQNx1_ASAP7_75t_R,178.794,135.216
inst_45303,inst,DFFHQNx1_ASAP7_75t_R,176.364,133.596
inst_45304,inst,DFFHQNx1_ASAP7_75t_R,175.176,133.866
inst_45305,inst,AOI22xp33_ASAP7_75t_R,175.878,134.136
inst_45306,inst,DFFHQNx1_ASAP7_75t_R,174.42,133.596
inst_45307,inst,AOI221xp5_ASAP7_75t_SL,176.202,133.056
inst_45308,inst,AOI22xp33_ASAP7_75t_R,175.608,133.056
inst_45309,inst,INVxp33_ASAP7_75t_R,175.068,133.326
inst_45310,inst,DFFHQNx1_ASAP7_75t_R,174.636,134.136
inst_45311,inst,AOI22xp33_ASAP7_75t_R,174.906,134.406
inst_45312,inst,AOI22xp33_ASAP7_75t_R,175.392,134.406
inst_45313,inst,AOI22xp33_ASAP7_75t_R,174.366,134.406
inst_45314,inst,AOI221xp5_ASAP7_75t_SL,174.528,134.676
inst_45315,inst,DFFHQNx1_ASAP7_75t_R,176.364,134.406
inst_45316,inst,AOI22xp33_ASAP7_75t_R,176.58,134.136
inst_45317,inst,ASYNC_DFFHx1_ASAP7_75t_SL,176.256,133.866
inst_45318,inst,DFFHQNx1_ASAP7_75t_R,177.552,135.216
inst_45319,inst,OAI221xp5_ASAP7_75t_SL,177.93,134.136
inst_45320,inst,NAND5xp2_ASAP7_75t_SL,177.768,134.406
inst_45321,inst,AOI22xp33_ASAP7_75t_R,177.012,134.136
inst_45322,inst,INVxp33_ASAP7_75t_R,177.336,134.136
inst_45325,inst,INVxp33_ASAP7_75t_R,176.31,134.136
inst_45326,inst,DFFHQNx1_ASAP7_75t_R,175.338,133.326
inst_45327,inst,DFFHQNx1_ASAP7_75t_R,176.364,132.246
inst_45328,inst,AOI221xp5_ASAP7_75t_SL,176.148,132.786
inst_45329,inst,DFFHQNx1_ASAP7_75t_R,175.122,131.706
inst_45330,inst,DFFHQNx1_ASAP7_75t_R,176.85,132.516
inst_45331,inst,DFFHQNx1_ASAP7_75t_R,177.444,135.486
inst_45332,inst,DFFHQNx1_ASAP7_75t_R,178.524,133.326
inst_45333,inst,INVxp33_ASAP7_75t_R,176.418,132.516
inst_45334,inst,DFFHQNx1_ASAP7_75t_R,177.822,133.056
inst_45335,inst,AOI22xp33_ASAP7_75t_R,177.39,133.056
inst_45336,inst,AOI22xp33_ASAP7_75t_R,177.93,133.326
inst_45337,inst,AOI22xp33_ASAP7_75t_R,178.2,131.436
inst_45338,inst,INVxp33_ASAP7_75t_R,178.416,131.976
inst_45339,inst,AOI22xp33_ASAP7_75t_R,177.984,134.676
inst_45340,inst,AOI22xp33_ASAP7_75t_R,177.93,134.946
inst_45341,inst,DFFHQNx1_ASAP7_75t_R,176.526,134.946
inst_45342,inst,INVxp33_ASAP7_75t_R,176.958,135.216
inst_45343,inst,INVxp33_ASAP7_75t_R,177.174,133.056
inst_45345,inst,AOI22xp33_ASAP7_75t_R,176.796,133.056
inst_45346,inst,DFFHQNx1_ASAP7_75t_R,175.068,131.976
inst_45347,inst,AOI22xp33_ASAP7_75t_R,175.77,133.596
inst_45348,inst,INVxp33_ASAP7_75t_R,175.23,133.056
inst_45350,inst,AOI221xp5_ASAP7_75t_SL,175.392,132.246
inst_45351,inst,INVxp33_ASAP7_75t_R,176.418,133.326
inst_45352,inst,DFFHQNx1_ASAP7_75t_R,177.714,132.246
inst_45353,inst,AOI22xp33_ASAP7_75t_R,176.688,132.786
inst_45354,inst,OAI221xp5_ASAP7_75t_SL,177.282,131.436
inst_45357,inst,OAI221xp5_ASAP7_75t_SL,175.554,132.786
inst_45358,inst,OAI221xp5_ASAP7_75t_SL,175.932,132.516
inst_45359,inst,AOI22xp33_ASAP7_75t_R,176.742,134.676
inst_45360,inst,DFFHQNx1_ASAP7_75t_R,179.01,134.406
inst_45361,inst,AOI22xp33_ASAP7_75t_R,178.47,134.406
inst_45362,inst,AOI22xp33_ASAP7_75t_R,178.578,134.676
inst_45363,inst,DFFHQNx1_ASAP7_75t_R,178.632,133.596
inst_45364,inst,INVxp33_ASAP7_75t_R,178.902,134.946
inst_45365,inst,OAI22xp33_ASAP7_75t_R,178.632,133.866
inst_45366,inst,AOI22xp33_ASAP7_75t_R,177.93,133.596
inst_45367,inst,OAI221xp5_ASAP7_75t_SL,177.984,133.866
inst_45368,inst,DFFHQNx1_ASAP7_75t_R,177.606,138.186
inst_45369,inst,DFFHQNx1_ASAP7_75t_R,176.58,137.646
inst_45370,inst,DFFHQNx1_ASAP7_75t_R,176.364,138.186
inst_45371,inst,DFFHQNx1_ASAP7_75t_R,178.416,137.916
inst_45372,inst,AOI22xp33_ASAP7_75t_R,178.686,137.376
inst_45373,inst,AOI22xp33_ASAP7_75t_R,178.848,136.296
inst_45374,inst,DFFHQNx1_ASAP7_75t_R,177.336,136.296
inst_45375,inst,INVxp33_ASAP7_75t_R,178.416,135.756
inst_45376,inst,OAI22xp33_ASAP7_75t_R,178.416,136.026
inst_45379,inst,AOI22xp33_ASAP7_75t_R,178.038,137.376
inst_45380,inst,INVxp33_ASAP7_75t_R,178.416,137.646
inst_45381,inst,DFFHQNx1_ASAP7_75t_R,174.69,136.566
inst_45382,inst,DFFHQNx1_ASAP7_75t_R,175.77,137.106
inst_45383,inst,DFFHQNx1_ASAP7_75t_R,174.096,137.916
inst_45384,inst,DFFHQNx1_ASAP7_75t_R,174.474,137.376
inst_45385,inst,AOI22xp33_ASAP7_75t_R,174.798,136.836
inst_45386,inst,OAI221xp5_ASAP7_75t_SL,175.392,136.836
inst_45387,inst,DFFHQNx1_ASAP7_75t_R,175.446,137.646
inst_45388,inst,AOI22xp33_ASAP7_75t_R,175.878,137.376
inst_45389,inst,AOI22xp33_ASAP7_75t_R,175.122,134.676
inst_45391,inst,AOI22xp33_ASAP7_75t_R,174.96,135.216
inst_45392,inst,DFFHQNx1_ASAP7_75t_R,176.202,136.566
inst_45393,inst,DFFHQNx1_ASAP7_75t_R,177.336,135.756
inst_45395,inst,DFFHQNx1_ASAP7_75t_R,176.31,136.026
inst_45396,inst,AOI22xp33_ASAP7_75t_R,173.61,139.806
inst_45397,inst,AOI22xp33_ASAP7_75t_R,176.364,135.486
inst_45398,inst,AOI22xp33_ASAP7_75t_R,176.58,135.756
inst_45399,inst,INVxp33_ASAP7_75t_R,176.094,135.216
inst_45400,inst,AOI22xp33_ASAP7_75t_R,176.148,135.756
inst_45401,inst,OAI221xp5_ASAP7_75t_SL,177.012,135.486
inst_45403,inst,DFFHQNx1_ASAP7_75t_R,174.636,137.106
inst_45404,inst,AOI22xp33_ASAP7_75t_R,175.77,135.486
inst_45405,inst,AOI22xp33_ASAP7_75t_R,175.554,135.216
inst_45406,inst,AOI22xp33_ASAP7_75t_R,175.338,135.756
inst_45407,inst,DFFHQNx1_ASAP7_75t_R,173.664,138.456
inst_45408,inst,AOI22xp33_ASAP7_75t_R,173.934,137.646
inst_45409,inst,AOI22xp33_ASAP7_75t_R,173.286,137.106
inst_45410,inst,AOI221xp5_ASAP7_75t_SL,173.664,137.106
inst_45411,inst,AOI22xp33_ASAP7_75t_R,173.826,137.376
inst_45412,inst,DFFHQNx1_ASAP7_75t_R,174.366,137.646
inst_45413,inst,DFFHQNx1_ASAP7_75t_R,175.338,134.946
inst_45414,inst,AOI22xp33_ASAP7_75t_R,175.662,136.296
inst_45415,inst,AOI22xp33_ASAP7_75t_R,175.716,136.026
inst_45416,inst,OAI22xp33_ASAP7_75t_R,176.148,134.676
inst_45417,inst,AOI22xp33_ASAP7_75t_R,175.824,134.406
inst_45418,inst,AOI22xp33_ASAP7_75t_R,175.662,134.676
inst_45419,inst,AOI22xp33_ASAP7_75t_R,173.772,141.966
inst_45420,inst,INVxp33_ASAP7_75t_R,173.556,141.966
inst_45421,inst,AOI22xp33_ASAP7_75t_R,173.988,141.696
inst_45422,inst,DFFHQNx1_ASAP7_75t_R,179.226,136.026
inst_45423,inst,DFFHQNx1_ASAP7_75t_R,179.28,136.566
inst_45424,inst,OAI221xp5_ASAP7_75t_SL,177.876,136.836
inst_45425,inst,OAI221xp5_ASAP7_75t_SL,178.362,137.106
inst_45426,inst,INVxp33_ASAP7_75t_R,179.658,136.296
inst_45427,inst,DFFHQNx1_ASAP7_75t_R,178.524,136.836
inst_45428,inst,INVxp67_ASAP7_75t_R,178.362,136.566
inst_45429,inst,OAI221xp5_ASAP7_75t_SL,178.686,136.566
inst_45430,inst,DFFHQNx1_ASAP7_75t_R,177.066,137.106
inst_45431,inst,AOI22xp33_ASAP7_75t_R,177.876,136.566
inst_45433,inst,AOI22xp33_ASAP7_75t_R,177.552,137.376
inst_45434,inst,AOI22xp33_ASAP7_75t_L,177.39,136.836
inst_45437,inst,DFFHQNx1_ASAP7_75t_R,174.042,126.576
inst_45438,inst,DFFHQNx1_ASAP7_75t_R,173.772,126.846
inst_45439,inst,DFFHQNx1_ASAP7_75t_R,173.988,129.276
inst_45440,inst,DFFHQNx1_ASAP7_75t_R,174.582,129.006
inst_45441,inst,OAI22xp33_ASAP7_75t_R,175.176,129.276
inst_45442,inst,DFFHQNx1_ASAP7_75t_R,174.636,128.736
inst_45443,inst,DFFHQNx1_ASAP7_75t_R,174.96,127.656
inst_45444,inst,NOR5xp2_ASAP7_75t_SL,174.96,128.196
inst_45445,inst,OAI22xp33_ASAP7_75t_R,175.932,128.466
inst_45446,inst,AOI22xp33_ASAP7_75t_R,175.5,128.466
inst_45447,inst,AOI22xp33_ASAP7_75t_R,175.878,128.736
inst_45448,inst,OAI221xp5_ASAP7_75t_SL,175.338,129.816
inst_45449,inst,AOI22xp33_ASAP7_75t_R,175.23,129.546
inst_45450,inst,INVxp33_ASAP7_75t_R,175.608,129.276
inst_45451,inst,DFFHQNx1_ASAP7_75t_R,172.314,126.306
inst_45452,inst,DFFHQNx1_ASAP7_75t_R,173.286,127.116
inst_45453,inst,NOR3xp33_ASAP7_75t_L,174.42,127.386
inst_45454,inst,AOI221xp5_ASAP7_75t_SL,173.88,127.386
inst_45455,inst,AOI22xp33_ASAP7_75t_R,172.8,127.116
inst_45456,inst,AOI22xp33_ASAP7_75t_R,172.8,126.576
inst_45457,inst,DFFHQNx1_ASAP7_75t_R,173.178,127.656
inst_45458,inst,INVxp33_ASAP7_75t_R,173.826,128.196
inst_45459,inst,AOI221xp5_ASAP7_75t_SL,173.502,127.926
inst_45460,inst,INVxp67_ASAP7_75t_R,174.042,128.196
inst_45461,inst,AOI22xp33_ASAP7_75t_R,174.042,127.926
inst_45462,inst,NOR2xp33_ASAP7_75t_R,174.096,129.816
inst_45463,inst,AOI22xp33_ASAP7_75t_L,174.042,128.736
inst_45464,inst,AOI22xp33_ASAP7_75t_L,174.312,128.196
inst_45465,inst,DFFHQNx1_ASAP7_75t_R,173.016,125.226
inst_45466,inst,DFFHQNx1_ASAP7_75t_R,171.72,126.846
inst_45467,inst,DFFHQNx1_ASAP7_75t_R,172.962,125.496
inst_45468,inst,DFFHQNx1_ASAP7_75t_R,172.26,126.036
inst_45469,inst,AOI22xp33_ASAP7_75t_R,173.88,126.306
inst_45470,inst,NOR2xp33_ASAP7_75t_R,173.502,126.306
inst_45471,inst,OAI221xp5_ASAP7_75t_SL,173.502,126.036
inst_45472,inst,INVxp33_ASAP7_75t_R,172.746,127.386
inst_45473,inst,AOI22xp33_ASAP7_75t_R,172.26,127.386
inst_45474,inst,AOI22xp33_ASAP7_75t_R,172.314,127.116
inst_45475,inst,AOI22xp33_ASAP7_75t_R,173.232,126.846
inst_45476,inst,DFFHQNx1_ASAP7_75t_R,171.504,126.576
inst_45477,inst,AOI22xp33_ASAP7_75t_R,171.774,126.306
inst_45478,inst,AOI22xp33_ASAP7_75t_R,171.774,127.116
inst_45481,inst,DFFHQNx1_ASAP7_75t_R,173.826,128.466
inst_45482,inst,DFFHQNx1_ASAP7_75t_R,172.476,131.166
inst_45483,inst,OAI221xp5_ASAP7_75t_SL,172.962,132.516
inst_45484,inst,AOI22xp33_ASAP7_75t_R,172.908,133.056
inst_45485,inst,AOI221xp5_ASAP7_75t_SL,173.07,132.786
inst_45486,inst,DFFHQNx1_ASAP7_75t_R,174.15,126.036
inst_45487,inst,AOI22xp33_ASAP7_75t_R,173.718,125.766
